condition,date,floors,price,view,waterfront,yr_built,yr_renovated,sqft_above,sqft_basement,sqft_living,sqft_lot,bathrooms,bedrooms,street,city,statezip,country
3,20140604T000000,1.0,317000.0,0,0,1959,,1010,0,1010,5400,1.0,3,3100-3198 S Byron St,Seattle,WA 98144,USA
3,20140604T000000,1.0,371000.0,0,0,1959,,1420,0,1420,4500,1.5,3,2142 N 90th St,Seattle,WA 98103,USA
4,20140604T000000,1.5,250000.0,0,0,1960,,2120,0,2120,8701,2.0,4,2006 S 257th St,Des Moines,WA 98198,USA
4,20140604T000000,1.0,532000.0,0,0,1979,,1430,590,2020,7029,1.75,4,10916 159th Ave NE,Redmond,WA 98052,USA
3,20140604T000000,2.0,499950.0,0,0,2007,,1040,480,1520,2208,2.5,3,2537 13th Ave W,Seattle,WA 98119,USA
4,20140604T000000,1.0,375000.0,0,0,1922,,820,0,820,6250,1.0,2,6018 41st Ave SW,Seattle,WA 98136,USA
3,20140604T000000,2.5,640000.0,0,0,2007,,1690,0,1690,1553,2.5,3,2647 22nd Ave W,Seattle,WA 98199,USA
3,20140604T000000,1.0,400000.0,0,0,1986,,1130,1130,2260,11305,2.0,3,2811 Mill Ave S,Renton,WA 98055,USA
4,20140604T000000,1.0,572000.0,0,0,1986,,1290,540,1830,7897,2.25,3,17801 NE 102nd Ct,Redmond,WA 98052,USA
3,20140604T000000,1.0,310000.0,0,0,1995,,1110,240,1350,11150,2.0,3,42321 SE 171st St,North Bend,WA 98045,USA
3,20140604T000000,2.0,989000.0,0,0,2003,,2440,840,3280,4000,3.5,5,8309 30th Ave NW,Seattle,WA 98117,USA
4,20140604T000000,2.0,685000.0,0,0,1989,,2770,0,2770,45514,2.5,4,18630 NE 202nd St,Woodinville,WA 98077,USA
4,20140604T000000,2.0,907500.0,0,0,1987,,2770,0,2770,8642,2.5,4,14583 NE 58th St,Bellevue,WA 98007,USA
3,20140604T000000,2.0,427500.0,0,0,2003,,2460,0,2460,5091,2.5,4,SE 170th Pl,Renton,WA 98058,USA
3,20140604T000000,2.0,860000.0,2,0,1998,,3190,1530,4720,32467,3.25,3,10510 172nd Ct SE,Renton,WA 98059,USA
4,20140604T000000,1.0,365000.0,0,0,1947,,1250,0,1250,8100,1.0,2,13727 1st Ave NE,Seattle,WA 98125,USA
4,20140604T000000,2.0,250500.0,0,0,1988,,1710,0,1710,7225,2.0,3,3030 SW 346th Pl,Federal Way,WA 98023,USA
5,20140604T000000,1.0,411715.0,0,0,1952,,1040,800,1840,5101,1.75,3,4902 12th Ave S,Seattle,WA 98108,USA
3,20140604T000000,2.0,415000.0,0,0,1999,,2000,0,2000,5962,2.5,4,720 N 193rd Pl,Shoreline,WA 98133,USA
4,20140604T000000,1.0,129000.0,0,0,1967,,650,0,650,15364,1.0,1,13712 SE 256th Pl,Kent,WA 98042,USA
3,20140604T000000,1.0,489000.0,0,0,1930,,920,100,1020,9072,1.5,3,9110 25th Ave NE,Seattle,WA 98115,USA
3,20140604T000000,1.0,170000.0,0,0,1950,,1500,0,1500,18540,1.0,2,14426-14598 42nd Ave S,Tukwila,WA 98168,USA
3,20140604T000000,2.0,418500.0,0,0,2007,,2060,0,2060,4399,2.5,3,34214 SE Carmichael St,Snoqualmie,WA 98065,USA
3,20140604T000000,1.0,261000.0,0,0,1983,,950,860,1810,29308,1.5,3,20609 SE 271st St,Covington,WA 98042,USA
5,20140604T000000,1.0,2005000.0,4,0,1969,,3810,0,3810,28176,4.5,6,18309 17th Pl NW,Shoreline,WA 98177,USA
4,20140604T000000,1.0,355000.0,0,0,1947,,950,700,1650,4000,1.75,2,4541 11th Ave S,Seattle,WA 98108,USA
3,20140604T000000,3.0,742000.0,0,0,2011,,1540,0,1540,704,3.25,3,1820 E Howell St,Seattle,WA 98122,USA
3,20140604T000000,1.0,399950.0,0,0,1959,,1190,890,2080,5244,1.5,3,11812 33rd Ave NE,Seattle,WA 98125,USA
3,20140604T000000,2.0,791000.0,0,0,1989,,1810,620,2430,5500,2.25,3,625 8th Ave,Kirkland,WA 98033,USA
4,20140604T000000,1.0,190000.0,0,0,1943,,1750,0,1750,10284,2.0,5,1916 Harrington Cir NE,Renton,WA 98056,USA
4,20140604T000000,1.0,229500.0,0,0,1968,,1770,0,1770,33224,1.75,3,11055 SE 295th St,Auburn,WA 98092,USA
3,20140604T000000,2.0,539000.0,0,0,2005,,1570,140,1710,2300,2.5,3,7874 148th Ct NE,Redmond,WA 98052,USA
3,20140604T000000,2.0,549000.0,0,0,1991,,2740,0,2740,88426,2.25,4,14324 250th Pl SE,Issaquah,WA 98027,USA
5,20140604T000000,1.0,545000.0,0,0,1958,,1660,1070,2730,17240,2.5,5,18718 56th Ave NE,Kenmore,WA 98028,USA
3,20140604T000000,2.0,285000.0,0,0,2011,,2437,0,2437,5136,2.5,3,157 Pike St NE,Auburn,WA 98002,USA
3,20140604T000000,2.0,648000.0,0,0,2008,,3290,0,3290,6203,2.5,4,36011 SE Kendall Peak St,Snoqualmie,WA 98065,USA
3,20140604T000000,2.0,610000.0,0,0,2012,,2910,0,2910,5260,3.5,4,9311 Nye Ave SE,Snoqualmie,WA 98065,USA
3,20140604T000000,1.0,767450.0,0,0,2006,,1630,0,1630,7599,2.0,3,1464 NW 95th St,Seattle,WA 98117,USA
3,20140604T000000,2.0,765000.0,0,0,2006,,3400,1010,4410,5104,3.0,4,6820 Pinehurst Ave SE,Snoqualmie,WA 98065,USA
3,20140604T000000,3.0,586500.0,0,0,2006,,1600,180,1780,1487,2.5,3,3840 Evanston Ave N,Seattle,WA 98103,USA
3,20140604T000000,2.0,520000.0,0,0,2011,,1540,0,1540,1487,3.25,3,886 3rd Ave NE,Issaquah,WA 98029,USA
3,20140604T000000,3.0,455000.0,0,0,2006,,1420,0,1420,1189,1.75,3,514 N 46th St,Seattle,WA 98103,USA
4,20140605T000000,1.0,653000.0,0,0,1979,,1610,1070,2680,9750,2.5,3,8236 NE 115th Way,Kirkland,WA 98034,USA
3,20140605T000000,1.0,279950.0,0,0,1961,,1350,400,1750,9750,2.0,3,2640 S 227th Pl,Des Moines,WA 98198,USA
3,20140605T000000,2.0,449950.0,0,0,2003,,2170,0,2170,4912,2.5,3,7546 NE 204th Pl,Kenmore,WA 98028,USA
5,20140605T000000,1.0,565000.0,0,0,1977,,1360,1030,2390,9966,2.75,3,6609 117th Ave SE,Bellevue,WA 98006,USA
4,20140605T000000,1.5,620000.0,0,0,1929,,1460,940,2400,5350,2.25,4,6509 10th Ave NW,Seattle,WA 98117,USA
3,20140605T000000,1.0,269000.0,0,0,1967,,1020,670,1690,4250,1.0,3,12035-12225 61st Ave S,Seattle,WA 98178,USA
3,20140605T000000,2.0,875000.0,0,0,2001,,2500,750,3250,6000,3.5,3,5422 46th Ave SW,Seattle,WA 98136,USA
4,20140605T000000,1.0,630000.0,0,0,1980,,2500,2110,4610,40202,3.75,4,25510 SE 159th St,Issaquah,WA 98027,USA
4,20140605T000000,2.0,425000.0,1,0,1957,,2440,0,2440,15349,2.75,4,21212 Occidental Ave S,Des Moines,WA 98198,USA
5,20140605T000000,1.0,647500.0,0,0,1916,,1290,0,1290,3870,1.75,3,1727 Lake Washington Blvd S,Seattle,WA 98144,USA
3,20140605T000000,1.5,450000.0,0,0,1916,1986,1250,750,2000,4676,1.0,4,5421-5499 52nd Terrace S,Seattle,WA 98118,USA
3,20140605T000000,1.0,440000.0,0,0,1900,,1050,0,1050,7500,1.0,3,6057-6061 50th Ave SW,Seattle,WA 98136,USA
3,20140605T000000,2.0,445000.0,0,0,2008,,2340,0,2340,3784,2.5,4,908 SW Austin St,Seattle,WA 98106,USA
4,20140605T000000,2.0,530000.0,0,0,1968,,2210,0,2210,7665,2.25,4,12807 SE 67th St,Bellevue,WA 98006,USA
3,20140605T000000,2.0,875000.0,0,0,1906,,2320,600,2920,5568,2.5,5,747 16th Ave E,Seattle,WA 98112,USA
4,20140605T000000,2.0,685000.0,0,0,1990,,3000,150,3150,219978,2.75,3,5424 298th Ave SE,Preston,WA 98050,USA
3,20140605T000000,2.0,798000.0,0,0,1999,,3590,0,3590,6402,3.5,3,20555 NE 27th Pl,Sammamish,WA 98074,USA
3,20140605T000000,2.0,297500.0,0,0,2005,,1910,0,1910,5000,2.5,4,22840 SE 269th St,Maple Valley,WA 98038,USA
4,20140605T000000,2.0,749950.0,0,0,1983,,3110,0,3110,35235,2.75,4,18230 NE 146th Way,Woodinville,WA 98072,USA
3,20140605T000000,1.0,495000.0,0,0,2006,,1450,990,2440,4750,3.0,5,5954 24th Ave S,Seattle,WA 98108,USA
3,20140605T000000,1.5,540000.0,0,0,1962,,1330,0,1330,8400,2.25,4,136 128th Ave SE,Bellevue,WA 98005,USA
4,20140605T000000,1.0,395000.0,0,0,1961,,1460,0,1460,22651,1.75,3,12921 231st Ave SE,Issaquah,WA 98027,USA
4,20140605T000000,3.0,1300000.0,4,0,1977,,2782,1120,3902,3880,4.5,6,2306 Halleck Ave SW,Seattle,WA 98116,USA
3,20140605T000000,2.0,1075000.0,2,0,2001,,4070,1110,5180,17811,4.75,5,6766 Cascade Ave SE,Snoqualmie,WA 98065,USA
3,20140605T000000,2.0,214100.0,0,0,2004,,1150,0,1150,2064,2.5,2,27852 31st Pl S,Auburn,WA 98001,USA
3,20140605T000000,1.0,210000.0,0,0,1959,,1370,550,1920,10403,1.5,4,2352 SW 338th St,Federal Way,WA 98023,USA
3,20140605T000000,1.5,499500.0,0,0,1988,,2520,0,2520,53143,2.5,3,30929 NE Cherry Valley Rd,Duvall,WA 98019,USA
3,20140605T000000,1.0,546000.0,0,0,1924,,970,0,970,3400,1.0,2,2707 Queen Anne Ave N,Seattle,WA 98109,USA
4,20140605T000000,1.0,292000.0,0,0,1989,,1490,1000,2490,7666,2.5,5,12621 SE 222nd Pl,Kent,WA 98031,USA
3,20140605T000000,1.0,289000.0,0,0,1993,,1680,0,1680,8424,2.0,3,710 Victor St,Enumclaw,WA 98022,USA
4,20140605T000000,1.0,240000.0,0,0,1957,,1150,0,1150,4825,1.0,3,450 NE Birch St,Issaquah,WA 98027,USA
4,20140605T000000,1.0,395000.0,0,0,1983,,1160,820,1980,7931,3.0,4,16723 Corliss Pl N,Shoreline,WA 98133,USA
4,20140605T000000,1.0,795000.0,0,0,1967,,1700,370,2070,13084,2.25,4,4707 88th Ave SE,Mercer Island,WA 98040,USA
3,20140605T000000,2.0,955000.0,0,0,2001,,4100,1560,5660,193593,4.25,4,12124 268th Dr NE,Duvall,WA 98019,USA
3,20140605T000000,1.0,725000.0,0,0,1977,,1530,890,2420,10962,2.75,4,1301 141st Pl NE,Bellevue,WA 98007,USA
3,20140605T000000,2.0,335000.0,0,0,2009,,2610,0,2610,4781,2.5,4,37540 32nd Pl S,Auburn,WA 98001,USA
4,20140605T000000,2.0,492000.0,2,0,1994,,2070,740,2810,10840,3.75,4,1410 SW 10th St,North Bend,WA 98045,USA
2,20140605T000000,1.0,250000.0,0,0,1976,,1030,480,1510,10384,2.5,3,17732 199th Pl NE,Woodinville,WA 98077,USA
3,20140605T000000,1.0,700000.0,0,0,1959,,1080,830,1910,4800,1.75,3,7529 Bagley Ave N,Seattle,WA 98103,USA
5,20140605T000000,1.5,545000.0,0,0,1931,,1700,0,1700,51649,1.75,3,14633 200th Ave SE,Renton,WA 98059,USA
4,20140605T000000,1.0,555000.0,0,0,1976,,1420,600,2020,10720,2.75,4,3005 177th Ave NE,Redmond,WA 98052,USA
5,20140605T000000,1.0,640000.0,0,0,1917,,1170,1170,2340,4206,1.75,3,2955 36th Ave S,Seattle,WA 98144,USA
3,20140605T000000,3.0,390000.0,0,0,2003,,1463,0,1463,868,2.0,3,7538 Roosevelt Way NE,Seattle,WA 98115,USA
3,20140605T000000,1.0,466500.0,0,0,1945,,950,480,1430,3840,1.0,3,7550 19th Ave NW,Seattle,WA 98117,USA
3,20140605T000000,1.0,372500.0,0,0,1981,,800,380,1180,12324,1.5,3,2522 230th Ave NE,Sammamish,WA 98074,USA
3,20140605T000000,2.0,1800000.0,0,0,2003,,3390,1010,4400,15580,4.5,5,1404-1418 100th Ave NE,Bellevue,WA 98004,USA
3,20140605T000000,2.0,255000.0,0,0,1994,,1610,0,1610,6176,2.5,3,26300 127th Ave SE,Kent,WA 98030,USA
3,20140605T000000,2.0,466800.0,0,0,1996,,1480,0,1480,14250,2.5,3,5811 116th Ave NE,Kirkland,WA 98033,USA
3,20140605T000000,2.0,749000.0,0,0,1987,,2670,0,2670,10338,2.5,3,14583 NE 58th St,Bellevue,WA 98007,USA
3,20140605T000000,2.0,610000.0,0,0,1990,,1230,600,1830,29110,1.75,4,6194-6470 E Mercer Way,Mercer Island,WA 98040,USA
4,20140605T000000,1.0,356000.0,0,0,1914,,920,0,920,4095,1.0,2,5968 44th Ave S,Seattle,WA 98118,USA
4,20140605T000000,1.0,165000.0,0,0,1908,,1150,0,1150,19200,1.0,3,36255 52nd Ave S,Auburn,WA 98001,USA
3,20140605T000000,1.0,229000.0,0,0,1941,,830,360,1190,7408,1.0,2,10427 18th Ave S,Seattle,WA 98168,USA
3,20140605T000000,2.0,530000.0,0,0,1973,,2760,1400,4160,35654,3.25,4,24844 SE Mirrormont Pl,Issaquah,WA 98027,USA
3,20140605T000000,2.0,499950.0,0,0,2001,,2370,0,2370,12753,2.5,3,26508 NE Kennedy Dr,Duvall,WA 98019,USA
3,20140605T000000,1.5,619000.0,0,0,1926,,1660,0,1660,3800,1.75,4,8054 Brooklyn Ave NE,Seattle,WA 98115,USA
4,20140605T000000,1.0,547000.0,0,0,1968,,1480,0,1480,8381,2.5,3,10746 38th Ave NE,Seattle,WA 98125,USA
3,20140605T000000,2.0,359800.0,0,0,1999,,2390,0,2390,6426,2.5,4,5608 Elizabeth Loop SE,Auburn,WA 98092,USA
3,20140605T000000,2.0,499000.0,0,0,2008,,1360,330,1690,1432,3.5,3,3427 33rd Ave W,Seattle,WA 98199,USA
3,20140605T000000,1.0,189000.0,0,0,1958,,1010,0,1010,7560,1.0,3,17026 124th Ave SE,Renton,WA 98058,USA
3,20140605T000000,2.0,799000.0,0,0,1994,,2500,1000,3500,8547,3.5,4,16034 SE 47th Ln,Bellevue,WA 98006,USA
3,20140605T000000,1.0,257000.0,0,0,1990,,1800,530,2330,7642,2.75,4,2829 SW 342nd Pl,Federal Way,WA 98023,USA
3,20140605T000000,1.0,270000.0,0,0,1957,,1090,800,1890,9450,1.5,3,13405 5th Ave SW,Burien,WA 98146,USA
3,20140605T000000,1.0,453500.0,2,0,1959,,1300,700,2000,6032,1.75,4,4404 SW 101st St,Seattle,WA 98146,USA
3,20140605T000000,1.0,237000.0,0,0,1954,,1130,0,1130,10650,1.0,3,18504 38th Ave S,SeaTac,WA 98188,USA
5,20140605T000000,1.0,456000.0,0,0,1947,,1670,0,1670,9886,1.75,4,13205 39th Ave NE,Seattle,WA 98125,USA
3,20140605T000000,2.0,355500.0,0,0,2004,,2600,0,2600,5540,2.5,3,28635 226th Ave SE,Maple Valley,WA 98038,USA
4,20140605T000000,1.0,299950.0,0,0,1965,,1560,0,1560,31299,1.75,4,13228 SE 294th Pl,Auburn,WA 98092,USA
3,20140605T000000,1.0,335000.0,0,0,1919,,1170,0,1170,5360,2.0,3,9432 25th Ave SW,Seattle,WA 98106,USA
3,20140605T000000,2.0,268500.0,0,0,2006,,2100,0,2100,4237,2.5,4,12519 SE 236th Pl,Kent,WA 98031,USA
3,20140605T000000,1.0,385000.0,0,0,1978,,1210,500,1710,11500,2.25,3,19215 58th Ave NE,Kenmore,WA 98028,USA
3,20140605T000000,2.0,376000.0,0,0,2005,,2420,0,2420,5773,2.75,4,25025 234th Pl SE,Maple Valley,WA 98038,USA
3,20140605T000000,2.0,605004.0,0,0,1951,1994,1370,0,1370,4000,2.0,4,2825 W Jameson St,Seattle,WA 98199,USA
4,20140605T000000,1.5,886000.0,0,0,1923,,1480,1180,2660,3900,2.0,4,1926 E Lynn St,Seattle,WA 98112,USA
3,20140605T000000,2.0,560000.0,0,0,2003,,2260,0,2260,3713,2.5,4,13135 NE 139th St,Kirkland,WA 98034,USA
3,20140605T000000,2.0,343000.0,0,0,2004,,2070,0,2070,4500,2.5,4,28129 237th Ave SE,Maple Valley,WA 98038,USA
3,20140605T000000,2.0,1415000.0,0,0,1989,,4670,0,4670,43950,5.25,4,6324 160th Pl SE,Bellevue,WA 98006,USA
4,20140605T000000,1.0,270000.0,0,0,1968,,1500,0,1500,13500,1.0,3,20147 SE 152nd St,Renton,WA 98059,USA
3,20140605T000000,2.0,411605.0,0,0,2014,,2658,0,2658,3960,2.5,4,2723 55th St SE,Auburn,WA 98092,USA
3,20140605T000000,2.0,550000.0,0,0,2007,,2700,0,2700,5150,2.5,4,5314 NE 17th Pl,Renton,WA 98059,USA
3,20140605T000000,2.0,465000.0,0,0,2014,,1050,480,1530,1245,2.25,3,2716 E Yesler Way,Seattle,WA 98122,USA
3,20140605T000000,2.0,584000.0,0,0,2007,,1280,200,1480,1485,2.5,3,2027 Eastlake Ave E,Seattle,WA 98102,USA
3,20140605T000000,2.0,275000.0,0,0,2006,,1140,250,1390,1080,3.0,3,4022 S Bozeman St,Seattle,WA 98118,USA
3,20140605T000000,2.0,324500.0,0,0,2009,,1660,0,1660,3990,2.5,3,8132 Wolcott Ave S,Seattle,WA 98118,USA
3,20140605T000000,2.0,700000.0,0,0,2011,,2050,0,2050,4185,2.5,3,8708 12th Ave NW,Seattle,WA 98117,USA
3,20140606T000000,1.5,385200.0,0,0,1954,,1550,0,1550,7740,1.0,4,9014 34th Ave SW,Seattle,WA 98126,USA
4,20140606T000000,1.0,270000.0,0,0,1975,,1900,0,1900,8600,2.25,4,32624 39th Pl SW,Federal Way,WA 98023,USA
3,20140606T000000,2.0,735000.0,0,0,2013,,2050,770,2820,6180,2.5,4,3958 S Lucile St,Seattle,WA 98118,USA
3,20140606T000000,1.0,389250.0,0,0,1956,,930,560,1490,4080,1.5,2,3738 SW Ida St,Seattle,WA 98126,USA
3,20140606T000000,1.0,315000.0,0,0,1954,,1150,600,1750,12500,1.5,3,32901 SE 43rd St,Fall City,WA 98024,USA
3,20140606T000000,2.0,545000.0,0,0,1990,,2040,0,2040,6034,2.5,4,9106 5th Ave NE,Seattle,WA 98115,USA
3,20140606T000000,1.5,550000.0,0,0,1926,,1640,260,1900,5000,1.5,3,6810 31st Ave NE,Seattle,WA 98115,USA
3,20140606T000000,1.0,415000.0,0,0,1977,,1340,570,1910,12596,1.75,3,15505 180 Ave NE,Woodinville,WA 98072,USA
4,20140606T000000,1.0,387500.0,0,0,1953,,1560,0,1560,14333,1.0,3,18975 Marine View Dr SW,Normandy Park,WA 98166,USA
4,20140606T000000,1.0,432000.0,3,0,1939,,1070,400,1470,6250,1.75,3,3715 NE 153rd St,Lake Forest Park,WA 98155,USA
4,20140606T000000,1.0,402000.0,3,0,1959,,1350,1350,2700,9994,2.5,3,22728 10th Ave S,Des Moines,WA 98198,USA
4,20140606T000000,2.0,1035000.0,3,0,1960,2001,2430,1020,3450,11240,3.25,4,Indian Trail,Burien,WA 98166,USA
4,20140606T000000,1.0,294700.0,0,0,1967,,1300,670,1970,9600,2.0,3,2604 S 357th St,Federal Way,WA 98003,USA
3,20140606T000000,2.0,744000.0,0,0,1986,,2670,0,2670,12187,2.5,3,6935 142nd Ct NE,Redmond,WA 98052,USA
3,20140606T000000,2.0,715000.0,0,0,1990,,2550,0,2550,13458,2.5,3,4967 165th Pl SE,Bellevue,WA 98006,USA
4,20140606T000000,1.5,500000.0,0,0,1904,,1720,0,1720,4011,1.0,4,3004 NW 59th St,Seattle,WA 98107,USA
3,20140606T000000,2.0,1300000.0,3,0,2004,,3180,1090,4270,6002,4.0,4,1645 30th Ave NE,Issaquah,WA 98029,USA
3,20140606T000000,1.0,1150000.0,2,1,1979,,1130,1040,2170,16600,1.5,3,2244 West Lake Sammamish Pkwy NE,Redmond,WA 98052,USA
3,20140606T000000,2.0,650000.0,0,0,1990,,2840,0,2840,9354,2.5,4,1920 224th Pl NE,Sammamish,WA 98074,USA
4,20140606T000000,2.0,435000.0,0,0,1983,,2720,550,3270,50994,2.75,4,19011 SE 283rd St,Kent,WA 98042,USA
3,20140606T000000,1.0,510000.0,0,0,1974,,1480,0,1480,7040,1.75,3,7517 128th Pl NE,Kirkland,WA 98033,USA
4,20140606T000000,1.0,525000.0,0,0,1972,,1240,1200,2440,8000,2.75,5,12806 NE 141st Ct,Kirkland,WA 98034,USA
5,20140606T000000,1.5,920000.0,0,0,1928,,1710,1170,2880,5750,2.75,4,1718 44th Ave SW,Seattle,WA 98116,USA
3,20140606T000000,1.0,200000.0,0,0,1962,,1380,350,1730,9610,1.0,2,34033 39th Ave S,Auburn,WA 98001,USA
5,20140606T000000,1.5,435000.0,0,0,1926,,1260,0,1260,4080,1.0,2,802 NE 80th St,Seattle,WA 98115,USA
5,20140606T000000,1.5,809950.0,0,0,1959,,2230,0,2230,9900,2.0,4,12519 SE 15th St,Bellevue,WA 98005,USA
4,20140606T000000,1.5,1370000.0,4,0,1936,,1930,530,2460,16940,2.25,2,6827 36th Ave NW,Seattle,WA 98117,USA
4,20140606T000000,1.0,455000.0,0,0,1959,,1250,800,2050,94525,1.75,4,17019 193rd Ave SE,Renton,WA 98058,USA
3,20140606T000000,2.0,471000.0,0,0,2001,,1720,310,2030,2805,2.5,3,23 Sunset Ct NW,Issaquah,WA 98027,USA
3,20140606T000000,1.0,253500.0,0,0,1948,,810,0,810,4800,1.0,2,8850 34th Ave SW,Seattle,WA 98126,USA
4,20140606T000000,1.0,185000.0,0,0,1953,,920,920,1840,8100,1.0,3,16433 12th Ave SW,Burien,WA 98166,USA
4,20140606T000000,2.0,535500.0,0,0,1983,,1730,0,1730,40250,1.5,3,16718-16726 171st Pl NE,Woodinville,WA 98072,USA
3,20140606T000000,1.0,835000.0,0,0,2002,,2280,0,2280,6815,2.0,2,12439 235th Pl NE,Redmond,WA 98053,USA
3,20140606T000000,2.0,589500.0,0,0,2008,,2630,0,2630,6326,2.5,4,34917 SE Moffat St,Snoqualmie,WA 98065,USA
3,20140606T000000,1.0,680000.0,0,0,1975,,1820,450,2270,23900,2.25,3,1023 NW 166th St,Shoreline,WA 98177,USA
4,20140606T000000,1.5,360000.0,0,0,1953,,1020,0,1020,7020,1.75,3,1231 NE 148th St,Shoreline,WA 98155,USA
3,20140606T000000,2.0,595000.0,0,0,2005,,1680,310,1990,2175,2.5,4,1102 NW 56th St,Seattle,WA 98107,USA
3,20140606T000000,2.0,300000.0,0,0,1999,,2680,0,2680,15508,2.5,4,4620 SW 333rd Ct,Federal Way,WA 98023,USA
4,20140606T000000,1.5,660000.0,0,0,1926,,1140,840,1980,3300,1.75,3,6040 27th Ave NE,Seattle,WA 98115,USA
3,20140606T000000,2.0,570000.0,0,0,1993,,2400,0,2400,6975,2.5,3,12032-12038 SE 76th St,Newcastle,WA 98056,USA
4,20140606T000000,1.0,285000.0,0,0,1943,,780,0,780,5000,1.0,2,10222 18th Ave SW,Seattle,WA 98146,USA
3,20140606T000000,1.0,435000.0,0,0,1940,,980,0,980,5000,2.0,3,830 Davis Pl S,Seattle,WA 98144,USA
2,20140606T000000,1.0,160000.0,0,0,1918,1960,1210,0,1210,103237,1.0,3,20505 Vashon Ave,Vashon,WA 98070,USA
3,20140606T000000,1.0,805000.0,3,0,1956,2013,2300,2300,4600,19831,2.5,5,18015 15th Ave NW,Shoreline,WA 98177,USA
3,20140606T000000,2.0,450000.0,0,0,2005,,1480,0,1480,1961,2.5,3,2336 NE Park Dr,Issaquah,WA 98029,USA
4,20140606T000000,1.0,510000.0,0,0,1954,,1320,0,1320,14250,1.5,4,11240 106th Ave NE,Kirkland,WA 98033,USA
5,20140606T000000,1.0,1120000.0,3,0,1963,,2250,2150,4400,18500,2.75,5,15530-15998 61st Ave NE,Kenmore,WA 98028,USA
3,20140606T000000,2.0,1280000.0,0,0,1999,,2370,640,3010,3600,3.5,4,1622 38th Ave E,Seattle,WA 98112,USA
3,20140606T000000,1.0,539000.0,0,0,1985,,1780,480,2260,9568,2.0,3,21132 NE 42nd St,Sammamish,WA 98074,USA
3,20140606T000000,2.0,407193.0,0,0,1978,,1880,0,1880,14653,2.0,4,31229 NE 111th St,Coronation,WA 98014,USA
4,20140606T000000,1.0,320000.0,0,0,1983,,1370,0,1370,9900,1.75,3,99 17th Ave,Milton,WA 98354,USA
5,20140606T000000,2.0,739000.0,0,0,1919,,1800,920,2720,3800,3.0,4,6326 20th Ave NE,Seattle,WA 98115,USA
4,20140606T000000,1.0,452000.0,0,0,1946,,990,750,1740,5400,1.75,2,9411 44th Pl NE,Seattle,WA 98115,USA
3,20140606T000000,2.0,600000.0,0,0,2001,,2560,0,2560,5593,2.5,4,22801-22899 NE 100th Pl,Redmond,WA 98053,USA
3,20140606T000000,2.0,279000.0,0,0,2012,,2690,0,2690,5557,2.5,5,6421 S 124th St,Seattle,WA 98178,USA
3,20140606T000000,2.0,895000.0,0,0,2013,,3240,0,3240,5562,3.0,4,1852 271st Ave SE,Sammamish,WA 98075,USA
3,20140606T000000,2.0,585000.0,0,0,2008,,2430,0,2430,4747,2.5,4,360 SE Bush St,Issaquah,WA 98027,USA
3,20140606T000000,2.0,405000.0,0,0,2007,,1140,265,1405,1073,2.0,2,1111 29th Ave,Seattle,WA 98122,USA
3,20140606T000000,2.0,837219.0,0,0,2014,,3030,0,3030,7679,2.75,5,1855-1899 212th Ave SE,Sammamish,WA 98075,USA
3,20140606T000000,2.0,969990.0,0,0,2014,,4150,0,4150,8436,2.5,4,3324 225th Ave SE,Sammamish,WA 98075,USA
3,20140607T000000,3.0,490000.0,0,0,1985,,1730,0,1730,2940,3.0,3,2639 NW 86th St,Seattle,WA 98117,USA
4,20140607T000000,1.0,611000.0,0,0,1974,,2040,1780,3820,53173,2.5,6,820 Idylwood Dr SW,Issaquah,WA 98027,USA
3,20140607T000000,2.0,462000.0,0,0,2006,,3070,0,3070,6432,2.5,4,3474 Wells Ave S,Renton,WA 98055,USA
3,20140608T000000,2.0,540000.0,0,0,1994,,1780,0,1780,4169,2.5,4,25025 SE 42nd St,Issaquah,WA 98029,USA
3,20140608T000000,2.0,260000.0,0,0,2007,,1811,0,1811,4381,2.5,4,16603 113th Ave SE,Renton,WA 98055,USA
3,20140608T000000,2.0,510000.0,0,0,1976,,2450,0,2450,62290,2.25,4,18121 197th Pl NE,Woodinville,WA 98077,USA
3,20140608T000000,2.0,567500.0,0,0,2001,,2300,0,2300,7398,2.5,3,7075-7131 Thompson Ave SE,Snoqualmie,WA 98065,USA
3,20140608T000000,1.0,445000.0,0,0,1915,,960,480,1440,3225,1.0,2,1608 N 50th St,Seattle,WA 98103,USA
4,20140608T000000,2.0,684680.0,0,0,1979,,2370,0,2370,9360,2.25,4,16314 NE 46th St,Redmond,WA 98052,USA
3,20140608T000000,2.0,2700000.0,4,1,2001,,3150,1270,4420,7850,3.25,4,17834 SE 40th Pl,Bellevue,WA 98008,USA
3,20140608T000000,1.5,455000.0,0,0,1927,,1300,0,1300,3550,1.0,3,5606 8th Ave NE,Seattle,WA 98105,USA
3,20140608T000000,2.0,540000.0,0,0,2007,,2090,780,2870,4369,3.0,5,11175 NE 162nd St,Bothell,WA 98011,USA
3,20140608T000000,2.0,530000.0,2,0,2009,,2470,930,3400,7200,2.75,3,353 Bronson Way NE,Renton,WA 98056,USA
4,20140609T000000,1.0,410000.0,0,0,1956,,910,500,1410,5060,1.0,3,10711 Ashworth Ave N,Seattle,WA 98133,USA
3,20140609T000000,1.0,450000.0,0,0,1940,,1110,530,1640,13500,1.75,3,12016 23rd Ave NE,Seattle,WA 98125,USA
